fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.4,0.53,0.26,1.3,0.034,36.0,99.0,0.993,3.11,0.4,9.5,7.0
7.6,0.67,0.14,1.5,0.046,25.0,168.0,0.9937,3.31,0.51,9.2,5.0
7.4,0.23,0.45,1.8,0.053,61.0,134.0,0.9949,3.28,0.4,11.9,5.0
6.3,0.26,0.24,7.9,0.052,54.0,214.0,0.9961,3.13,0.47,9.6,5.0
6.4,0.19,0.49,1.6,0.048,17.0,142.0,0.9942,3.5,0.66,10.5,7.0
6.2,0.3,0.49,9.3,0.048,50.0,226.0,0.99296,3.22,0.41,10.0,6.0
5.5,0.14,0.34,4.7,0.069,54.0,214.0,0.99096,3.25,0.41,12.2,6.0
6.3,0.67,0.25,14.35,0.057,49.0,192.0,0.9979,3.02,0.51,9.0,5.0
7.0,0.3,0.33,1.9,0.039,18.0,69.0,0.99168,3.29,0.41,10.1,6.0
6.8,0.27,0.34,1.6,0.05,41.0,200.0,0.9941,3.17,0.5,9.4,6.0
6.0,0.12,0.44,8.2,0.025,52.0,165.0,0.9963,3.07,0.48,11.5,6.0
7.6,0.39,0.25,10.3,0.053,33.0,151.0,0.9963,3.06,0.4,9.4,5.0
6.1,0.25,0.49,1.6,0.034,30.0,149.0,0.993,3.31,0.51,9.3,6.0
7.7,0.25,0.49,5.3,0.037,52.0,189.0,0.9952,3.29,0.41,10.1,5.0
7.6,0.34,0.86,2.4,0.174,26.0,108.0,0.99288,2.99,0.5,10.3,6.0
7.6,0.25,0.26,10.3,0.05,56.0,115.0,0.99538,3.11,0.5,11.7,5.0
6.6,0.17,0.49,1.5,0.048,42.0,140.0,0.99142,3.19,0.54,10.5,7.0
6.8,0.23,0.45,1.6,0.12,20.0,142.0,0.99622,3.12,0.33,11.8,7.0
6.9,0.29,0.39,8.3,0.069,16.0,111.0,0.9942,3.15,0.39,10.0,4.0
7.0,0.23,0.35,1.5,0.044,64.0,138.0,0.99142,3.19,0.47,11.7,6.0
6.9,0.27,0.21,1.6,0.043,53.0,138.0,0.9972,3.46,0.51,9.3,5.0
7.6,0.23,0.41,1.0,0.036,6.0,106.0,0.99784,3.4,0.33,9.3,4.0
7.4,0.25,0.3,1.6,0.045,23.0,116.0,0.9939,3.52,0.51,9.3,6.0
8.7,0.34,0.26,13.5,0.054,67.0,210.0,0.9972,3.11,0.5,9.6,5.0
5.9,0.24,0.26,1.4,0.038,61.0,134.0,0.99437,3.3,0.5,11.1,8.0
7.6,0.39,0.7,4.7,0.053,9.0,151.0,0.9911,3.26,0.57,10.4,6.0
6.0,0.18,0.34,10.5,0.074,28.0,146.0,0.9937,3.14,0.51,9.3,6.0
6.1,0.29,0.29,7.1,0.036,21.0,105.0,0.99109,3.17,0.36,9.1,5.0
6.7,0.23,0.33,2.9,0.062,54.0,173.0,0.9934,3.42,0.33,9.0,7.0
7.1,0.3,0.25,1.5,0.038,30.0,124.0,0.99784,3.1,0.3,11.7,5.0
6.8,0.24,0.26,8.2,0.053,55.0,182.0,0.99546,3.15,0.5,9.6,7.0
6.4,0.32,0.26,10.3,0.051,21.0,145.0,0.99514,3.14,0.5,9.5,6.0
7.0,0.18,0.17,1.0,0.036,6.0,106.0,0.9942,3.21,0.36,9.7,4.0
6.3,0.28,0.36,1.5,0.034,34.0,128.0,0.9914,3.53,0.4,9.8,5.0
6.3,0.16,0.3,1.5,0.046,56.0,115.0,0.993,3.11,0.41,11.5,6.0
6.0,0.53,0.23,1.5,0.047,9.0,117.0,0.993,3.26,0.47,9.3,5.0
6.4,0.32,0.21,5.15,0.046,32.0,134.0,0.9969,3.17,0.55,12.4,5.0
7.7,0.2,0.49,7.8,0.048,17.0,105.0,1.0001,3.13,0.52,8.9,6.0
7.0,0.17,0.37,1.4,0.043,31.0,148.0,0.99288,3.18,0.51,9.5,6.0
6.7,0.18,0.31,5.2,0.029,49.0,159.0,0.9949,3.18,0.54,10.4,5.0
8.3,0.22,0.21,5.15,0.211,52.0,209.0,0.99907,3.22,0.55,9.4,5.0
7.6,0.23,0.32,1.6,0.053,34.0,122.0,0.9941,3.02,0.45,11.0,6.0
6.4,0.25,0.26,5.4,0.053,53.0,180.0,0.99538,3.38,0.5,9.5,6.0
7.7,0.24,0.28,1.6,0.053,49.0,118.0,0.99546,3.13,0.36,9.2,6.0
6.4,0.23,0.26,8.2,0.053,61.0,209.0,0.99532,3.14,0.5,11.7,5.0
6.4,0.18,0.24,7.9,0.057,47.0,182.0,0.9914,3.36,0.51,9.5,6.0
7.0,0.3,0.49,1.6,0.049,42.0,140.0,0.9932,3.14,0.49,9.3,6.0
7.9,0.28,0.39,1.8,0.032,38.0,124.0,0.9898,3.25,0.4,10.8,7.0
7.4,0.17,0.49,15.6,0.047,50.0,199.0,0.9937,3.3,0.47,9.5,5.0
7.1,0.26,0.24,4.7,0.036,30.0,124.0,0.9934,3.29,0.48,10.8,5.0
6.9,0.29,0.39,1.4,0.036,30.0,220.0,0.9942,3.25,0.54,10.5,7.0
8.3,0.26,0.32,1.5,0.12,16.0,99.0,0.99168,3.12,0.45,9.8,7.0
7.4,0.26,0.32,2.1,0.048,44.0,140.0,0.9936,3.09,0.5,9.3,5.0
6.9,0.32,0.34,7.9,0.042,17.0,111.0,0.992,3.29,0.42,9.3,6.0
6.9,0.25,0.39,2.9,0.036,54.0,173.0,0.993,3.18,0.42,9.5,6.0
7.5,0.22,0.32,2.4,0.043,48.0,224.0,0.99178,3.18,0.5,9.7,6.0
7.6,0.24,0.26,1.5,0.053,37.0,133.0,0.9977,3.53,0.48,9.3,5.0
7.0,0.16,0.45,1.6,0.051,35.0,134.0,0.99164,3.38,0.45,12.2,6.0
7.1,0.23,0.49,1.5,0.047,34.0,128.0,0.9932,3.17,0.47,9.3,7.0
7.4,0.18,0.39,17.85,0.028,35.0,220.0,0.9916,3.28,0.7,9.7,4.0
7.6,0.25,0.39,5.4,0.053,33.0,151.0,0.9979,3.16,0.5,9.6,5.0
5.9,0.29,0.29,12.3,0.036,35.0,169.0,0.99059,3.42,0.39,9.8,8.0
7.6,0.25,0.33,1.6,0.069,56.0,115.0,0.99383,3.15,0.33,9.4,7.0
7.4,0.3,0.49,2.4,0.051,52.0,173.0,0.99546,3.11,0.3,9.5,6.0
7.6,0.19,0.49,1.6,0.048,61.0,138.0,0.9941,3.25,0.6,11.4,6.0
6.1,0.23,0.3,9.8,0.045,36.0,122.0,0.99142,3.09,0.47,10.3,5.0
6.0,0.16,0.49,1.1,0.036,31.0,115.0,0.9936,3.39,0.41,10.2,7.0
7.3,0.3,0.49,1.6,0.034,53.0,138.0,0.9914,3.26,0.68,10.7,6.0
7.9,0.22,0.45,4.7,0.12,28.0,100.0,0.99636,3.38,0.45,10.0,5.0
6.4,0.27,0.26,5.4,0.042,61.0,134.0,0.993,3.14,0.4,11.5,5.0
7.4,0.31,0.29,2.4,0.04,48.0,196.0,0.9966,3.04,0.35,9.7,6.0
5.9,0.17,0.42,1.6,0.032,14.0,132.0,0.99084,3.31,0.51,12.3,6.0
7.9,0.46,0.24,13.4,0.045,35.0,169.0,0.9937,3.09,0.57,9.7,6.0
7.0,0.16,0.26,1.5,0.047,38.0,124.0,0.99622,3.38,0.58,9.3,5.0
6.4,0.32,0.27,4.7,0.048,29.0,86.0,0.9949,3.09,0.51,9.3,6.0
6.3,0.13,0.26,1.6,0.049,53.0,138.0,0.994,3.34,0.49,11.1,6.0
7.6,0.42,0.34,10.6,0.048,35.0,169.0,0.9928,3.1,0.6,9.4,6.0
7.6,0.28,0.29,1.5,0.036,23.0,131.0,0.9946,3.03,0.43,9.3,7.0
6.9,0.39,0.29,1.6,0.053,53.0,180.0,0.99658,3.1,0.6,9.3,6.0
6.4,0.23,0.45,14.2,0.053,49.0,192.0,0.9949,3.18,0.48,9.5,7.0
6.4,0.285,0.29,4.7,0.047,55.0,173.0,0.9893,3.16,0.54,10.8,6.0
8.3,0.25,0.39,1.4,0.048,37.0,133.0,0.9941,3.53,0.5,9.3,5.0
6.7,0.24,0.24,5.4,0.036,54.0,189.0,0.9963,3.17,0.4,10.7,6.0
7.1,0.27,0.74,7.8,0.173,67.0,210.0,0.99684,3.31,0.46,11.1,6.0
7.6,0.32,0.26,1.6,0.036,34.0,121.0,0.99184,3.11,0.6,9.2,7.0
6.7,0.28,0.35,12.4,0.051,49.0,118.0,0.9949,3.17,0.47,9.5,5.0
7.6,0.25,0.39,12.6,0.054,49.0,226.0,0.9988,3.18,0.47,9.3,6.0
6.4,0.19,0.32,1.3,0.034,61.0,134.0,0.99334,3.5,0.66,9.5,6.0
6.4,0.18,0.26,7.9,0.05,53.0,180.0,0.99514,3.14,0.5,9.5,5.0
7.6,0.23,0.24,1.5,0.047,10.0,122.0,0.9961,3.13,0.47,10.0,5.0
6.9,0.3,0.49,1.8,0.036,41.0,107.0,0.99296,3.3,0.39,10.7,7.0
7.2,0.29,0.29,5.15,0.036,40.0,117.0,0.9941,3.08,0.35,10.3,6.0
7.2,0.17,0.34,1.5,0.043,54.0,173.0,0.99658,3.11,0.5,12.2,7.0
6.9,0.23,0.22,2.9,0.057,30.0,149.0,0.99658,3.07,0.42,9.5,7.0
7.7,0.18,0.29,1.5,0.045,25.0,168.0,0.99178,3.03,0.51,10.5,7.0
6.4,0.19,0.26,10.6,0.058,30.0,149.0,0.9937,3.38,0.66,9.5,6.0
5.9,0.19,0.23,2.9,0.057,17.0,143.0,0.9949,3.35,0.47,9.5,6.0
6.4,0.35,0.29,6.4,0.035,49.0,159.0,0.99178,3.18,0.54,10.7,7.0
6.4,0.18,0.21,7.7,0.043,17.0,145.0,0.9932,3.14,0.5,11.5,6.0
7.9,0.23,0.45,2.7,0.038,29.0,142.0,0.99164,3.2,0.47,10.5,7.0
7.4,0.27,0.31,1.1,0.036,52.0,189.0,0.9928,3.23,0.41,9.3,6.0
5.9,0.19,0.45,1.4,0.147,25.0,61.0,0.994,3.14,0.66,12.0,7.0
6.4,0.27,0.53,5.2,0.028,37.0,199.0,0.9937,3.18,0.51,10.3,7.0
7.6,0.32,0.39,12.3,0.054,54.0,166.0,0.99622,3.18,0.6,9.4,5.0
7.6,0.24,0.26,8.3,0.044,74.0,184.0,0.99534,3.12,0.48,9.6,4.0
7.1,0.28,0.28,2.1,0.032,41.0,200.0,0.9934,3.25,0.43,9.8,6.0
7.2,0.17,0.44,1.4,0.043,34.0,128.0,0.99394,3.25,0.5,12.2,6.0
7.5,0.12,0.39,1.9,0.052,20.0,122.0,0.9941,3.25,0.47,10.7,6.0
6.9,0.25,0.3,15.1,0.037,41.0,200.0,0.99784,3.0,0.47,9.5,6.0
6.8,0.39,0.26,5.8,0.049,21.0,105.0,0.994,3.08,0.6,9.4,5.0
6.2,0.3,0.34,1.1,0.038,27.0,91.0,0.99059,3.22,0.53,12.2,6.0
6.3,0.27,0.27,17.85,0.048,52.0,189.0,0.9936,3.1,0.48,9.7,6.0
6.9,0.28,0.39,8.2,0.048,52.0,187.0,0.9937,3.0,0.6,9.5,7.0
6.9,0.35,0.32,1.4,0.044,16.0,111.0,0.9949,3.14,0.74,10.5,7.0
7.1,0.27,0.45,2.4,0.054,37.0,145.0,0.9916,3.36,0.48,9.1,7.0
6.4,0.105,0.29,1.1,0.035,21.0,145.0,0.99142,3.17,0.55,10.7,6.0
6.1,0.28,0.35,9.8,0.042,40.0,126.0,0.99532,3.18,0.42,9.3,7.0
6.1,0.55,0.42,1.6,0.211,43.0,117.0,0.99388,2.87,0.56,10.5,6.0
5.5,0.38,0.3,2.4,0.043,36.0,120.0,0.9932,3.25,0.5,10.5,5.0
7.2,0.25,0.49,1.1,0.048,26.0,168.0,0.9937,3.03,0.52,10.0,6.0
5.7,0.46,0.26,5.3,0.053,35.0,151.0,0.99527,3.14,0.47,10.7,8.0
7.0,0.16,0.49,1.1,0.034,21.0,106.0,0.99388,3.22,0.54,10.2,5.0
6.9,0.22,0.32,15.6,0.046,23.0,122.0,0.9969,2.99,0.45,10.4,6.0
7.9,0.27,0.32,5.8,0.028,21.0,105.0,0.994,3.11,0.46,10.2,6.0
6.3,0.2,0.49,5.2,0.048,21.0,106.0,0.99216,3.18,0.52,10.3,6.0
7.7,0.39,0.49,1.6,0.048,49.0,192.0,0.9941,3.21,0.52,9.3,6.0
7.3,0.25,0.86,1.4,0.174,6.0,140.0,0.99787,3.38,0.5,10.5,6.0
7.0,0.19,0.49,1.5,0.036,28.0,100.0,0.99096,3.26,0.41,10.1,6.0
7.6,0.23,0.39,1.6,0.032,26.0,106.0,0.99382,3.29,0.4,10.4,6.0
7.1,0.18,0.26,1.5,0.033,52.0,165.0,0.9963,3.53,0.51,11.4,7.0
5.9,0.2,0.34,1.8,0.023,56.0,115.0,0.98958,3.23,0.42,12.4,8.0
6.7,0.3,0.49,2.9,0.036,52.0,173.0,0.9911,3.05,0.39,9.5,6.0
7.0,0.24,0.24,1.1,0.029,26.0,108.0,0.9952,3.14,0.32,10.8,7.0
6.4,0.16,0.44,1.4,0.043,6.4,106.0,0.9932,3.11,0.75,11.4,4.0
6.4,0.17,0.32,7.9,0.036,61.0,134.0,0.99388,3.4,0.36,9.5,5.0
6.0,0.17,0.39,1.5,0.036,31.0,115.0,0.992,3.25,0.42,9.7,5.0
7.6,0.25,0.39,2.9,0.028,18.0,69.0,0.9911,3.25,0.32,10.3,6.0
6.9,0.12,0.33,9.7,0.038,52.0,165.0,0.99514,3.25,0.5,9.5,5.0
6.7,0.28,0.45,1.8,0.028,61.0,134.0,0.9932,3.11,0.47,10.9666666666667,6.0
8.3,0.32,0.39,1.1,0.036,47.0,146.0,0.9941,3.01,0.42,10.7,6.0
7.9,0.25,0.49,12.3,0.049,47.0,146.0,0.9942,3.0,0.47,9.4,5.0
6.4,0.17,0.32,1.4,0.036,36.0,122.0,0.99084,3.38,0.51,10.1,6.0
6.6,0.38,0.26,9.3,0.053,34.0,134.0,0.99437,3.11,0.6,11.5,5.0
8.3,0.23,0.32,5.2,0.044,50.0,199.0,1.0001,3.14,0.88,12.8,5.0
7.1,0.29,0.29,1.4,0.034,18.0,69.0,0.99168,3.32,0.54,9.1,6.0
7.0,0.27,0.26,10.8,0.033,35.0,169.0,0.9979,3.07,0.48,9.5,7.0
6.1,0.24,0.3,1.6,0.029,61.0,134.0,0.993,3.1,0.51,9.5,7.0
7.6,0.16,0.14,1.5,0.043,25.0,168.0,0.9937,3.42,0.51,10.4,5.0
6.8,0.17,0.26,1.5,0.043,20.0,142.0,0.99164,3.18,0.5,10.8,7.0
7.2,0.18,0.26,2.1,0.047,21.0,106.0,0.99382,3.17,0.66,10.5,6.0
8.7,0.17,0.32,10.8,0.048,33.0,169.0,0.9929,3.09,0.42,8.8,6.0
6.1,0.35,0.24,13.5,0.036,53.0,138.0,0.9942,3.14,0.54,9.3,6.0
7.4,0.18,0.26,1.0,0.034,21.0,106.0,0.99388,3.15,0.54,10.4,6.0
7.7,0.22,0.26,7.8,0.048,31.0,148.0,0.99636,3.15,0.5,10.1,5.0
8.3,0.23,0.45,1.1,0.037,18.0,69.0,0.99216,3.05,0.47,10.0,6.0
6.9,0.25,0.34,10.1,0.036,20.0,142.0,0.9937,3.42,0.51,9.4,5.0
6.4,0.22,0.24,1.4,0.023,30.0,117.0,0.98958,3.22,0.7,12.3,5.0
6.2,0.23,0.32,1.1,0.036,38.0,124.0,0.99096,3.22,0.43,11.5,7.0
6.1,0.24,0.24,1.0,0.034,34.0,134.0,0.9942,3.15,0.35,9.4,6.0
6.1,0.16,0.32,10.3,0.03,33.0,169.0,0.99787,3.29,0.32,9.3,7.0
5.9,0.24,0.29,14.2,0.036,33.0,169.0,0.99084,3.46,0.35,9.5,6.0
6.4,0.25,0.41,3.7,0.03,54.0,173.0,0.9928,3.17,0.32,9.3,6.0
6.8,0.16,0.32,1.8,0.041,28.0,100.0,0.99261,3.11,0.55,9.1,6.0
6.9,0.3,0.42,1.6,0.047,38.0,124.0,0.9914,3.07,0.47,12.4,6.0
7.2,0.14,0.34,1.4,0.043,30.0,124.0,0.99178,3.25,0.5,10.5,6.0
6.9,0.19,0.35,14.0,0.025,49.0,117.0,0.9976,3.39,0.48,9.7,6.0
7.2,0.3,0.35,1.5,0.049,36.0,122.0,0.99555,3.18,0.47,10.8,5.0
5.2,0.16,0.29,6.85,0.032,30.0,220.0,0.99296,3.14,0.42,10.3,6.0
7.0,0.16,0.27,5.2,0.044,37.0,133.0,0.99084,3.26,0.51,9.2,5.0
6.4,0.18,0.26,1.4,0.035,56.0,115.0,0.99059,3.18,0.6,9.5,6.0
7.1,0.23,0.49,5.1,0.034,30.0,122.0,0.9928,3.36,0.47,10.1,6.0
7.6,0.27,0.26,5.4,0.042,44.0,140.0,0.99538,3.15,0.42,10.3,6.0
6.4,0.25,0.53,1.4,0.054,47.0,146.0,0.9929,3.07,0.5,9.7,6.0
6.1,0.27,0.24,15.55,0.042,55.0,122.0,0.99538,3.28,0.42,11.1,5.0
6.4,0.33,0.4,11.4,0.032,49.0,228.0,0.99437,3.16,0.38,9.5,6.0
7.6,0.39,0.14,8.3,0.048,25.0,191.0,1.0001,3.01,0.51,8.9,5.0
7.4,0.53,0.38,15.6,0.048,50.0,228.0,0.99084,3.29,0.6,9.5,5.0
5.9,0.35,0.26,8.2,0.051,35.0,228.0,0.99787,3.12,0.5,9.5,6.0
6.0,0.23,0.24,1.8,0.045,34.0,122.0,0.99261,3.12,0.47,9.5,7.0
7.9,0.3,0.25,2.4,0.048,14.0,132.0,0.9929,3.5,0.41,10.1,5.0
6.4,0.25,0.49,1.4,0.173,20.0,142.0,0.9965,3.21,0.52,10.2,7.0
7.9,0.16,0.3,1.5,0.025,43.0,117.0,0.9928,3.42,0.51,10.5,6.0
7.0,0.19,0.42,1.8,0.057,16.0,111.0,0.99178,3.38,0.65,10.9666666666667,5.0
7.7,0.16,0.34,9.5,0.036,9.0,117.0,0.99109,2.99,0.41,9.3,5.0
8.0,0.29,0.29,5.4,0.034,23.0,131.0,0.9932,3.17,0.34,10.4,4.0
5.2,0.22,0.34,6.0,0.086,6.0,106.0,0.99296,3.19,0.55,10.8,8.0
6.4,0.27,0.26,4.5,0.051,30.0,117.0,0.99538,3.15,0.5,9.4,6.0
6.7,0.18,0.21,15.55,0.043,50.0,199.0,0.99168,3.18,0.54,10.1,5.0
6.1,0.17,0.25,8.2,0.057,30.0,122.0,0.99532,3.11,0.42,10.7,6.0
8.3,0.32,0.39,1.6,0.043,47.0,146.0,0.9916,3.25,0.5,11.5,5.0
7.3,0.39,0.26,1.6,0.06,23.0,122.0,0.9914,3.28,0.39,10.7,5.0
6.7,0.29,0.14,15.55,0.043,49.0,226.0,0.99658,3.11,0.51,9.5,6.0
6.3,0.18,0.3,5.2,0.043,36.0,99.0,0.9942,3.18,0.51,9.2,5.0
6.4,0.17,0.26,6.8,0.042,53.0,180.0,0.99532,3.14,0.42,10.0,6.0
7.6,0.13,0.26,2.4,0.062,40.0,126.0,0.9966,3.14,0.39,9.2,5.0
6.4,0.27,0.29,1.4,0.036,26.0,106.0,0.99383,3.17,0.39,10.5,6.0
7.9,0.3,0.49,8.2,0.053,30.0,149.0,0.9979,3.14,0.47,9.5,6.0
6.3,0.2,0.49,16.8,0.048,28.0,100.0,0.9936,2.99,0.42,9.5,6.0
5.9,0.23,0.41,14.2,0.058,49.0,224.0,0.9979,3.29,0.39,11.2,7.0
7.7,0.12,0.49,4.4,0.049,16.0,111.0,0.9937,3.14,0.47,10.5,5.0
5.2,0.67,0.26,2.1,0.047,16.0,111.0,0.9969,3.22,0.51,10.3,8.0
7.0,0.19,0.45,1.6,0.039,23.0,122.0,0.9908,3.11,0.39,10.7,5.0
7.5,0.19,0.26,16.4,0.05,67.0,210.0,0.9932,3.4,0.5,9.7,5.0
6.6,0.33,0.22,4.7,0.057,54.0,214.0,0.9961,3.22,0.47,10.5,6.0
6.9,0.22,0.28,5.0,0.05,53.0,180.0,0.99514,3.17,0.5,8.9,5.0
7.6,0.16,0.36,4.7,0.043,21.0,95.0,0.9932,3.18,0.5,12.2,7.0
7.7,0.29,0.41,7.9,0.048,30.0,149.0,0.9937,3.09,0.59,9.3,4.0
6.1,0.2,0.34,6.3,0.032,61.0,134.0,0.99188,3.27,0.42,11.2,6.0
7.6,0.32,0.26,1.5,0.033,53.0,138.0,0.99084,3.21,0.5,9.3,5.0
7.3,0.67,0.14,1.6,0.043,25.0,168.0,0.9937,3.36,0.51,10.5,6.0
7.0,0.53,0.34,1.8,0.023,53.0,138.0,0.98958,3.22,0.7,11.7,6.0
6.3,0.3,0.49,1.6,0.048,16.0,104.0,0.9937,3.3,0.4,9.5,6.0
7.0,0.29,0.41,0.8,0.036,29.0,86.0,0.99437,3.38,0.59,10.9666666666667,5.0
6.9,0.39,0.38,11.6,0.044,50.0,228.0,0.99532,3.22,0.57,9.8,5.0
6.5,0.39,0.7,11.6,0.048,37.0,151.0,0.9966,3.09,0.4,9.7,6.0
6.4,0.25,0.36,8.2,0.046,30.0,228.0,0.99383,3.16,0.51,11.5,6.0
7.2,0.18,0.34,1.6,0.043,21.0,145.0,0.9955,3.18,0.5,9.2,6.0
6.0,0.3,0.73,2.9,0.057,36.0,122.0,0.9914,3.14,0.48,10.9666666666667,5.0
7.9,0.29,0.42,1.1,0.054,31.0,148.0,0.9966,3.29,0.39,10.4,6.0
6.9,0.19,0.25,1.4,0.047,53.0,140.0,0.9941,3.25,0.64,10.7,7.0
6.4,0.16,0.32,1.6,0.041,26.0,108.0,0.9914,3.52,0.51,9.3,6.0
6.3,0.54,0.28,1.6,0.074,52.0,187.0,0.9949,3.27,0.37,9.5,6.0
8.7,0.25,0.33,1.1,0.032,50.0,228.0,0.9903,3.16,0.43,12.0,7.0
7.2,0.285,0.29,2.4,0.035,30.0,124.0,0.9895,3.19,0.34,13.2,4.0
6.4,0.29,0.41,10.5,0.048,35.0,169.0,0.9937,3.09,0.59,9.3,5.0
6.4,0.37,0.45,7.9,0.044,53.0,180.0,0.9916,3.26,0.4,9.5,5.0
6.4,0.23,0.32,2.9,0.05,55.0,173.0,0.9914,3.14,0.5,9.5,7.0
6.4,0.19,0.25,7.9,0.057,52.0,187.0,0.9981,3.19,0.41,8.9,7.0
6.3,0.18,0.16,1.1,0.034,33.0,152.0,0.99684,3.53,0.66,10.4,7.0
6.9,0.27,0.25,9.8,0.057,52.0,189.0,0.99568,3.23,0.41,9.2,5.0
7.6,0.27,0.34,1.4,0.032,20.0,142.0,0.9937,3.21,0.4,10.4,7.0
5.4,0.27,0.33,5.15,0.053,54.0,184.0,0.9979,3.25,0.48,8.9,6.0
7.6,0.22,0.33,1.6,0.12,66.0,272.0,0.99434,3.19,0.45,9.3,5.0
6.7,0.24,0.26,5.8,0.043,47.0,182.0,0.99164,3.17,0.5,9.8,5.0
6.3,0.17,0.14,0.4,0.074,16.0,111.0,0.9937,3.38,0.51,10.5,7.0
6.4,0.18,0.26,5.3,0.051,40.0,146.0,0.99142,3.36,0.51,9.5,5.0
7.0,0.25,0.3,6.85,0.036,52.0,196.0,0.9908,3.94,0.43,9.3,5.0
6.6,0.24,0.36,1.6,0.044,21.0,95.0,0.994,3.28,0.34,11.5,7.0
6.4,0.28,0.36,1.6,0.044,31.0,148.0,0.9914,3.13,0.4,9.7,7.0
7.0,0.29,0.21,1.1,0.036,23.0,122.0,0.9908,3.11,0.39,10.7,7.0
6.4,0.16,0.26,7.9,0.036,40.0,117.0,0.99538,3.25,0.5,10.7,5.0
7.9,0.25,0.33,7.8,0.032,52.0,196.0,0.9961,3.19,0.7,9.8,6.0
7.6,0.37,0.34,9.6,0.06,49.0,226.0,0.9966,3.21,0.39,9.3,5.0
7.9,0.24,0.32,22.6,0.041,55.0,173.0,0.9949,3.38,0.54,10.0,4.0
7.6,0.39,0.19,2.4,0.045,30.0,126.0,0.9938,3.5,0.57,11.2,7.0
7.9,0.18,0.31,15.55,0.048,52.0,189.0,0.99784,3.05,0.41,9.5,6.0
6.9,0.38,0.25,2.4,0.043,11.0,138.0,0.9941,3.1,0.5,10.1,7.0
7.6,0.27,0.35,6.4,0.042,22.0,61.0,0.99188,3.14,0.4,10.2,6.0
6.4,0.27,0.32,8.2,0.048,55.0,173.0,0.9929,3.09,0.59,9.4,5.0
7.3,0.54,0.19,10.1,0.057,21.0,145.0,0.9934,3.07,0.57,9.5,5.0
7.9,0.32,0.34,17.85,0.044,52.0,189.0,0.99188,3.28,0.6,9.5,5.0
7.6,0.28,0.7,1.4,0.086,23.0,116.0,0.9938,3.15,0.51,10.2,7.0
5.5,0.24,0.31,5.2,0.034,34.0,128.0,0.99084,3.22,0.35,12.2,8.0
6.0,0.35,0.29,1.4,0.036,25.0,109.0,0.99658,3.07,0.51,10.1,6.0
5.9,0.12,0.32,2.9,0.041,30.0,124.0,0.99787,3.14,0.41,11.5,8.0
6.1,0.2,0.28,13.65,0.042,53.0,138.0,0.99532,3.14,0.42,11.2,6.0
7.9,0.19,0.49,5.2,0.058,30.0,149.0,0.9979,3.18,0.47,9.0,6.0
6.4,0.39,0.26,9.7,0.054,67.0,196.0,0.9963,3.36,0.5,9.5,6.0
6.7,0.19,0.4,1.4,0.041,28.0,124.0,0.9966,3.11,0.32,9.7,6.0
7.4,0.31,0.29,16.8,0.05,67.0,210.0,0.9966,3.09,0.35,9.5,6.0
6.6,0.26,0.26,9.7,0.05,49.0,226.0,0.9939,3.15,0.5,9.2,7.0
7.1,0.24,0.26,6.4,0.034,53.0,180.0,0.99437,3.31,0.32,11.1,6.0
6.9,0.16,0.26,6.85,0.047,36.0,117.0,0.99532,3.38,0.58,10.1,6.0
5.9,0.27,0.28,5.8,0.048,49.0,159.0,0.99178,3.14,0.41,13.2,8.0
7.6,0.27,0.39,1.8,0.036,28.0,124.0,0.9911,3.22,0.48,9.2,7.0
7.6,0.22,0.26,8.2,0.05,32.0,173.0,0.9963,3.18,0.48,9.4,6.0
7.3,0.2,0.33,1.3,0.03,47.0,145.0,0.992,3.37,0.35,9.3,5.0
6.3,0.19,0.29,5.4,0.036,29.0,142.0,0.99514,3.38,0.39,10.7,7.0
6.4,0.25,0.32,1.6,0.047,14.0,143.0,0.9932,3.17,0.47,10.7,7.0
6.4,0.12,0.39,1.8,0.036,41.0,117.0,0.99109,3.18,0.42,10.5,7.0
6.7,0.29,0.34,7.1,0.045,49.0,159.0,0.9972,3.09,0.59,9.5,6.0
5.5,0.38,0.3,1.1,0.036,28.0,124.0,0.9903,3.27,0.51,12.2,7.0
6.9,0.2,0.32,1.1,0.048,43.0,117.0,0.9911,3.09,0.39,10.0,5.0
7.6,0.19,0.34,1.4,0.049,28.0,100.0,0.99109,3.04,0.41,10.3,7.0
6.4,0.23,0.26,2.9,0.086,52.0,196.0,0.9941,3.14,0.63,9.5,7.0
7.6,0.23,0.49,8.2,0.053,35.0,228.0,0.9963,3.14,0.4,9.4,5.0
6.9,0.25,0.3,7.8,0.036,54.0,173.0,0.9963,3.11,0.39,9.8,6.0
6.9,0.22,0.41,5.3,0.045,22.0,84.0,0.9903,3.39,0.35,10.7,6.0
7.4,0.285,0.24,15.6,0.042,54.0,173.0,0.99514,3.14,0.42,9.8,5.0
6.4,0.22,0.32,1.4,0.044,34.0,128.0,0.9914,3.14,0.6,13.2,7.0
7.4,0.39,0.26,8.2,0.048,50.0,228.0,0.99059,3.09,0.59,10.8,5.0
6.5,0.27,0.35,1.6,0.028,10.0,117.0,0.99178,3.18,0.47,10.7,6.0
6.7,0.25,0.33,8.2,0.03,52.0,199.0,0.99394,3.02,0.32,11.1,6.0
5.9,0.25,0.39,6.9,0.032,21.0,105.0,0.9937,3.14,0.4,10.5,8.0
